ID;Event;Title;Role;Date;EventName;EventType
14b-416_0;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 23:17:26.947;Round ends;Task
14b-416_0;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 23:22:19.110;Round approved;Task
14b-416_0;DL_WFCaseTypeStep|478;Approve;recover;2015-05-03 23:35:56.460;Approve;Task
14b-416_0;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-03 23:35:58.387;Change phase to Preparation;Task
14b-416_0;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2015-05-12 19:58:55.767;Round approved;Task
14b-416_0;DL_WFCaseTypeStep|478;Approve;ANONYMOUS LOGON;2015-05-12 19:58:55.983;Approve;Task
14b-416_0;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-12 20:02:22.227;Change phase to Preparation;Task
14b-421_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-17 00:00:14.097;Fill out application;Task
14b-421_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-04 14:10:52.720;Screening reject;Task
14b-421_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-09 15:08:05.910;Applicant informed;Task
14b-421_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-09 15:08:09.283;Change phase to Abort;Task
14b-422_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-18 12:07:36.423;Fill out application;Task
14b-422_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 10:48:10.790;Approved - to board;Task
14b-422_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 10:48:14.637;Change phase to Review;Task
14b-422_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 10:48:17.940;Inform application of board review;Task
14b-422_0;DL_WFCaseTypeStep|472;Architect Review;pdm;2015-05-03 17:46:43.630;Architect Review;Task
14b-422_0;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:43.073;Lawyer Review;Task
14b-422_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:21.420;Review;Task
14b-422_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:52:13.847;Review;Task
14b-422_0;DL_WFCaseTypeStep|475;Register Decision;pdm;2015-05-03 17:53:25.600;Register Decision;Task
14b-422_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:53:28.310;Change phase to Board meeting;Task
14b-422_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:29:24.583;Reject;Task
14b-422_0;DL_WFCaseTypeStep|544;Screen application;recover;2015-05-03 20:29:25.760;Screen application;Task
14b-422_0;DL_WFCaseTypeStep|545;Execute pre-decision;administrator;2015-05-03 20:29:26.627;Execute pre-decision;Task
14b-422_0;DL_WFCaseTypeStep|477;Reject;Automatic;2015-05-03 20:29:26.627;Reject;Task
14b-422_0;DL_WFCaseTypeStep|545;Execute pre-decision;recover;2015-05-03 20:29:26.720;Execute pre-decision;Task
14b-422_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:29:28.460;Applicant informed;Task
14b-422_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:29:32.273;Change phase to Abort;Task
14b-422_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:29:32.733;Change phase to Abort;Task
14b-423_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-18 22:43:47.410;Fill out application;Task
14b-423_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 11:02:03.470;Screening reject;Task
14b-423_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-09 15:11:34.983;Applicant informed;Task
14b-423_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-09 15:11:39.660;Change phase to Abort;Task
14b-424_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-19 08:31:50.587;Fill out application;Task
14b-424_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 11:03:26.903;Screening reject;Task
14b-424_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-09 15:12:34.137;Applicant informed;Task
14b-424_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-09 15:12:37.267;Change phase to Abort;Task
14b-425_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-19 11:54:44.237;Fill out application;Task
14b-425_0;DL_WFCaseTypeStep|469;Approved - to board;ls;2014-06-25 12:29:33.053;Approved - to board;Task
14b-425_0;DL_WFCaseTypeStep|518;Change phase to Review;ls;2014-06-25 12:29:36.073;Change phase to Review;Task
14b-425_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-09 15:13:28.813;Inform application of board review;Task
14b-425_0;DL_WFCaseTypeStep|472;Architect Review;ls;2015-05-03 17:46:44.817;Architect Review;Task
14b-425_0;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:43.693;Lawyer Review;Task
14b-425_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:22.023;Review;Task
14b-425_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:52:14.473;Review;Task
14b-425_0;DL_WFCaseTypeStep|475;Register Decision;ls;2015-05-03 17:53:28.313;Register Decision;Task
14b-425_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:53:30.680;Change phase to Board meeting;Task
14b-425_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:29:34.123;Reject;Task
14b-425_0;DL_WFCaseTypeStep|544;Screen application;recover;2015-05-03 20:29:35.357;Screen application;Task
14b-425_0;DL_WFCaseTypeStep|545;Execute pre-decision;administrator;2015-05-03 20:29:36.223;Execute pre-decision;Task
14b-425_0;DL_WFCaseTypeStep|477;Reject;Automatic;2015-05-03 20:29:36.223;Reject;Task
14b-425_0;DL_WFCaseTypeStep|545;Execute pre-decision;recover;2015-05-03 20:29:36.357;Execute pre-decision;Task
14b-425_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:29:38.193;Applicant informed;Task
14b-425_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:29:41.790;Change phase to Abort;Task
14b-425_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:29:42.140;Change phase to Abort;Task
14b-426_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-19 13:38:19.653;Fill out application;Task
14b-426_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 11:08:43.590;Screening reject;Task
14b-426_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-09 15:14:15.657;Applicant informed;Task
14b-426_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-09 15:14:18.917;Change phase to Abort;Task
14b-427_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-20 14:23:06.303;Fill out application;Task
14b-427_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 11:10:22.507;Approved - to board;Task
14b-427_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 11:10:24.607;Change phase to Review;Task
14b-427_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 11:10:30.243;Inform application of board review;Task
14b-427_0;DL_WFCaseTypeStep|472;Architect Review;pdm;2015-05-03 17:46:46.030;Architect Review;Task
14b-427_0;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:44.343;Lawyer Review;Task
14b-427_0;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:22.650;Review;Task
14b-427_0;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:52:15.080;Review;Task
14b-427_0;DL_WFCaseTypeStep|475;Register Decision;pdm;2015-05-03 17:53:30.683;Register Decision;Task
14b-427_0;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:53:33.150;Change phase to Board meeting;Task
14b-427_0;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:29:43.520;Reject;Task
14b-427_0;DL_WFCaseTypeStep|544;Screen application;recover;2015-05-03 20:29:44.797;Screen application;Task
14b-427_0;DL_WFCaseTypeStep|545;Execute pre-decision;administrator;2015-05-03 20:29:45.623;Execute pre-decision;Task
14b-427_0;DL_WFCaseTypeStep|477;Reject;Automatic;2015-05-03 20:29:45.623;Reject;Task
14b-427_0;DL_WFCaseTypeStep|545;Execute pre-decision;recover;2015-05-03 20:29:46.033;Execute pre-decision;Task
14b-427_0;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:29:47.973;Applicant informed;Task
14b-427_0;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:29:51.600;Change phase to Abort;Task
14b-427_0;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:29:51.973;Change phase to Abort;Task
14b-428_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-23 10:30:55.520;Fill out application;Task
14b-428_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 11:22:04.520;Screening reject;Task
14b-428_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 10:31:40.097;Applicant informed;Task
14b-428_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 10:31:44.393;Change phase to Abort;Task
14b-429_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-23 11:41:36.160;Fill out application;Task
14b-429_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 11:24:47.750;Approved - to board;Task
14b-429_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 11:24:50.397;Change phase to Review;Task
14b-429_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 11:24:53.260;Inform application of board review;Task
14b-429_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-07-29 15:58:24.927;Fill out application;Task
14b-429_1;DL_WFCaseTypeStep|469;Approved - to board;mmq;2014-07-29 15:58:26.907;Approved - to board;Task
14b-429_1;DL_WFCaseTypeStep|518;Change phase to Review;administrator;2014-07-29 15:58:28.907;Change phase to Review;Task
14b-429_1;DL_WFCaseTypeStep|539;Inform application of board review;mmq;2014-07-29 15:58:28.940;Inform application of board review;Task
14b-429_1;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 18:14:23.307;Lawyer Review;Task
14b-429_1;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 18:15:12.830;Architect Review;Task
14b-429_1;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 18:16:33.767;Review;Task
14b-429_1;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 18:17:11.253;Review;Task
14b-429_1;DL_WFCaseTypeStep|475;Register Decision;administrator;2015-05-03 18:19:21.540;Register Decision;Task
14b-429_1;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 18:19:24.020;Change phase to Board meeting;Task
14b-429_1;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 23:17:28.750;Round ends;Task
14b-429_1;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 23:22:20.593;Round approved;Task
14b-429_1;DL_WFCaseTypeStep|478;Approve;recover;2015-05-03 23:35:58.547;Approve;Task
14b-429_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-03 23:36:00.843;Change phase to Preparation;Task
14b-429_1;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2015-05-12 19:58:55.767;Round approved;Task
14b-429_1;DL_WFCaseTypeStep|478;Approve;ANONYMOUS LOGON;2015-05-12 19:58:55.983;Approve;Task
14b-429_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-12 20:02:25.660;Change phase to Preparation;Task
14b-430_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-23 14:47:02.770;Fill out application;Task
14b-430_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 11:26:12.713;Approved - to board;Task
14b-430_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 11:26:14.410;Change phase to Review;Task
14b-430_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 11:26:16.610;Inform application of board review;Task
14b-431_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-23 17:46:01.763;Fill out application;Task
14b-431_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 11:27:54.763;Screening reject;Task
14b-431_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 10:35:21.823;Applicant informed;Task
14b-431_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 10:35:32.127;Change phase to Abort;Task
14b-432_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-24 10:05:49.550;Fill out application;Task
14b-432_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 14:10:44.457;Approved - to board;Task
14b-432_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 14:10:48.393;Change phase to Review;Task
14b-432_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 14:10:53.187;Inform application of board review;Task
14b-432_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-07-29 15:58:46.370;Fill out application;Task
14b-432_1;DL_WFCaseTypeStep|469;Approved - to board;mmq;2014-07-29 15:58:48.737;Approved - to board;Task
14b-432_1;DL_WFCaseTypeStep|518;Change phase to Review;administrator;2014-07-29 15:58:50.560;Change phase to Review;Task
14b-432_1;DL_WFCaseTypeStep|539;Inform application of board review;mmq;2014-07-29 15:58:50.590;Inform application of board review;Task
14b-432_1;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 17:46:47.277;Architect Review;Task
14b-432_1;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:44.943;Lawyer Review;Task
14b-432_1;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:23.343;Review;Task
14b-432_1;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:52:15.740;Review;Task
14b-432_1;DL_WFCaseTypeStep|475;Register Decision;administrator;2015-05-03 17:53:33.157;Register Decision;Task
14b-432_1;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:53:35.767;Change phase to Board meeting;Task
14b-432_1;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:29:53.267;Reject;Task
14b-432_1;DL_WFCaseTypeStep|544;Screen application;recover;2015-05-03 20:29:54.547;Screen application;Task
14b-432_1;DL_WFCaseTypeStep|545;Execute pre-decision;administrator;2015-05-03 20:29:55.367;Execute pre-decision;Task
14b-432_1;DL_WFCaseTypeStep|477;Reject;Automatic;2015-05-03 20:29:55.370;Reject;Task
14b-432_1;DL_WFCaseTypeStep|545;Execute pre-decision;recover;2015-05-03 20:29:55.470;Execute pre-decision;Task
14b-432_1;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:29:57.320;Applicant informed;Task
14b-432_1;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:30:01.143;Change phase to Abort;Task
14b-432_1;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:30:02.467;Change phase to Abort;Task
14b-433_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-24 13:20:31.103;Fill out application;Task
14b-433_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 14:15:47.657;Approved - to board;Task
14b-433_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 14:15:50.390;Change phase to Review;Task
14b-433_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 14:16:13.810;Inform application of board review;Task
14b-433_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-07-29 15:58:56.750;Fill out application;Task
14b-433_1;DL_WFCaseTypeStep|469;Approved - to board;mmq;2014-07-29 15:58:58.510;Approved - to board;Task
14b-433_1;DL_WFCaseTypeStep|518;Change phase to Review;administrator;2014-07-29 15:59:00.223;Change phase to Review;Task
14b-433_1;DL_WFCaseTypeStep|539;Inform application of board review;mmq;2014-07-29 15:59:00.260;Inform application of board review;Task
14b-433_1;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 18:15:13.433;Architect Review;Task
14b-433_1;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 18:16:01.883;Lawyer Review;Task
14b-433_1;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 18:16:34.447;Review;Task
14b-433_1;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 18:17:11.893;Review;Task
14b-433_1;DL_WFCaseTypeStep|475;Register Decision;administrator;2015-05-03 18:19:24.023;Register Decision;Task
14b-433_1;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 18:19:26.503;Change phase to Board meeting;Task
14b-433_1;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 23:17:29.997;Round ends;Task
14b-433_1;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 23:22:22.177;Round approved;Task
14b-433_1;DL_WFCaseTypeStep|478;Approve;recover;2015-05-03 23:36:01.110;Approve;Task
14b-433_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-03 23:36:02.903;Change phase to Preparation;Task
14b-433_1;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2015-05-12 19:58:55.767;Round approved;Task
14b-433_1;DL_WFCaseTypeStep|478;Approve;ANONYMOUS LOGON;2015-05-12 19:58:55.987;Approve;Task
14b-433_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-12 20:02:27.570;Change phase to Preparation;Task
14b-434_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-24 15:12:14.240;Fill out application;Task
14b-434_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 14:33:21.407;Approved - to board;Task
14b-434_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 14:33:24.163;Change phase to Review;Task
14b-434_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 14:33:29.940;Inform application of board review;Task
14b-435_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-24 17:28:14.813;Fill out application;Task
14b-435_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 14:34:53.770;Screening reject;Task
14b-435_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 10:40:53.523;Applicant informed;Task
14b-435_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 10:40:57.873;Change phase to Abort;Task
14b-436_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-25 11:59:37.883;Fill out application;Task
14b-436_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 14:36:23.110;Screening reject;Task
14b-436_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 10:43:26.167;Applicant informed;Task
14b-436_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 10:43:31.127;Change phase to Abort;Task
14b-437_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-25 13:55:24.323;Fill out application;Task
14b-437_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 14:37:25.227;Screening reject;Task
14b-437_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 10:45:52.943;Applicant informed;Task
14b-437_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 10:45:57.183;Change phase to Abort;Task
14b-438_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-25 16:47:21.593;Fill out application;Task
14b-438_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 14:45:56.717;Approved - to board;Task
14b-438_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 14:45:59.527;Change phase to Review;Task
14b-438_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 14:46:05.193;Inform application of board review;Task
14b-438_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-07-29 15:59:15.873;Fill out application;Task
14b-438_1;DL_WFCaseTypeStep|469;Approved - to board;mmq;2014-07-29 15:59:17.530;Approved - to board;Task
14b-438_1;DL_WFCaseTypeStep|518;Change phase to Review;administrator;2014-07-29 15:59:19.517;Change phase to Review;Task
14b-438_1;DL_WFCaseTypeStep|539;Inform application of board review;mmq;2014-07-29 15:59:19.543;Inform application of board review;Task
14b-438_1;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 18:15:14.780;Architect Review;Task
14b-438_1;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 18:16:02.513;Lawyer Review;Task
14b-438_1;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 18:16:35.113;Review;Task
14b-438_1;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 18:17:12.560;Review;Task
14b-438_1;DL_WFCaseTypeStep|475;Register Decision;administrator;2015-05-03 18:19:26.510;Register Decision;Task
14b-438_1;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 18:19:29.197;Change phase to Board meeting;Task
14b-438_1;DL_WFCaseTypeStep|510;Round ends;recover;2015-05-03 23:17:31.210;Round ends;Task
14b-438_1;DL_WFCaseTypeStep|485;Round approved;recover;2015-05-03 23:22:24.130;Round approved;Task
14b-438_1;DL_WFCaseTypeStep|478;Approve;recover;2015-05-03 23:36:03.017;Approve;Task
14b-438_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-03 23:36:04.290;Change phase to Preparation;Task
14b-438_1;DL_WFCaseTypeStep|485;Round approved;ANONYMOUS LOGON;2015-05-12 19:58:55.770;Round approved;Task
14b-438_1;DL_WFCaseTypeStep|478;Approve;ANONYMOUS LOGON;2015-05-12 19:58:55.987;Approve;Task
14b-438_1;DL_WFCaseTypeStep|531;Change phase to Preparation;administrator;2015-05-12 20:02:29.557;Change phase to Preparation;Task
14b-439_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-25 17:19:28.443;Fill out application;Task
14b-439_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-07 14:47:02.713;Screening reject;Task
14b-439_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 12:02:17.983;Applicant informed;Task
14b-439_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 12:02:23.360;Change phase to Abort;Task
14b-440_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-26 11:23:39.943;Fill out application;Task
14b-440_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-07 14:48:08.200;Approved - to board;Task
14b-440_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-07 14:48:11.090;Change phase to Review;Task
14b-440_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-07 14:48:13.077;Inform application of board review;Task
14b-440_1;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-07-29 15:59:24.913;Fill out application;Task
14b-440_1;DL_WFCaseTypeStep|469;Approved - to board;mmq;2014-07-29 15:59:26.647;Approved - to board;Task
14b-440_1;DL_WFCaseTypeStep|518;Change phase to Review;administrator;2014-07-29 15:59:28.310;Change phase to Review;Task
14b-440_1;DL_WFCaseTypeStep|539;Inform application of board review;mmq;2014-07-29 15:59:28.337;Inform application of board review;Task
14b-440_1;DL_WFCaseTypeStep|472;Architect Review;administrator;2015-05-03 17:46:48.567;Architect Review;Task
14b-440_1;DL_WFCaseTypeStep|471;Lawyer Review;administrator;2015-05-03 17:48:45.663;Lawyer Review;Task
14b-440_1;DL_WFCaseTypeStep|473;Review;administrator;2015-05-03 17:50:23.957;Review;Task
14b-440_1;DL_WFCaseTypeStep|474;Review;administrator;2015-05-03 17:52:16.427;Review;Task
14b-440_1;DL_WFCaseTypeStep|475;Register Decision;administrator;2015-05-03 17:53:35.777;Register Decision;Task
14b-440_1;DL_WFCaseTypeStep|519;Change phase to Board meeting;administrator;2015-05-03 17:53:38.340;Change phase to Board meeting;Task
14b-440_1;DL_WFCaseTypeStep|477;Reject;recover;2015-05-03 20:30:03.867;Reject;Task
14b-440_1;DL_WFCaseTypeStep|544;Screen application;recover;2015-05-03 20:30:05.167;Screen application;Task
14b-440_1;DL_WFCaseTypeStep|545;Execute pre-decision;administrator;2015-05-03 20:30:05.990;Execute pre-decision;Task
14b-440_1;DL_WFCaseTypeStep|477;Reject;Automatic;2015-05-03 20:30:05.990;Reject;Task
14b-440_1;DL_WFCaseTypeStep|545;Execute pre-decision;recover;2015-05-03 20:30:06.110;Execute pre-decision;Task
14b-440_1;DL_WFCaseTypeStep|486;Applicant informed;recover;2015-05-03 20:30:07.963;Applicant informed;Task
14b-440_1;DL_WFCaseTypeStep|538;Change phase to Abort;administrator;2015-05-03 20:30:11.593;Change phase to Abort;Task
14b-440_1;DL_WFCaseTypeStep|538;Change phase to Abort;recover;2015-05-03 20:30:11.953;Change phase to Abort;Task
14b-441_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-26 13:00:33.527;Fill out application;Task
14b-441_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-10 12:08:18.590;Screening reject;Task
14b-441_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 12:08:23.680;Applicant informed;Task
14b-441_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 12:08:27.017;Change phase to Abort;Task
14b-442_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-26 14:50:43.990;Fill out application;Task
14b-442_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-10 12:10:16.950;Screening reject;Task
14b-442_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 12:10:21.177;Applicant informed;Task
14b-442_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 12:10:24.433;Change phase to Abort;Task
14b-443_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-26 16:40:11.820;Fill out application;Task
14b-443_0;DL_WFCaseTypeStep|469;Approved - to board;pdm;2014-07-10 12:11:49.167;Approved - to board;Task
14b-443_0;DL_WFCaseTypeStep|518;Change phase to Review;pdm;2014-07-10 12:11:50.773;Change phase to Review;Task
14b-443_0;DL_WFCaseTypeStep|539;Inform application of board review;pdm;2014-07-10 12:11:58.930;Inform application of board review;Task
14b-444_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-27 11:34:35.460;Fill out application;Task
14b-444_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-10 12:13:31.757;Screening reject;Task
14b-444_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 12:13:35.530;Applicant informed;Task
14b-444_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 12:13:38.783;Change phase to Abort;Task
14b-445_0;DL_WFCaseTypeStep|497;Fill out application;Ansøger;2014-06-27 12:56:29.067;Fill out application;Task
14b-445_0;DL_WFCaseTypeStep|470;Screening reject;pdm;2014-07-10 12:15:48.047;Screening reject;Task
14b-445_0;DL_WFCaseTypeStep|486;Applicant informed;pdm;2014-07-10 12:15:58.213;Applicant informed;Task
14b-445_0;DL_WFCaseTypeStep|538;Change phase to Abort;pdm;2014-07-10 12:16:01.963;Change phase to Abort;Task
